"","GeneID","PATH","Annot"
"29738","ADCY4","00230","Purine metabolism"
"29739","ADCY4","04020","Calcium signaling pathway"
"29740","ADCY4","04062","Chemokine signaling pathway"
"29741","ADCY4","04114","Oocyte meiosis"
"29742","ADCY4","04270","Vascular smooth muscle contraction"
"29743","ADCY4","04540","Gap junction"
"29744","ADCY4","04742","Taste transduction"
"29745","ADCY4","04912","GnRH signaling pathway"
"29746","ADCY4","04914","Progesterone-mediated oocyte maturation"
"29747","ADCY4","04916","Melanogenesis"
"29748","ADCY4","04970","Salivary secretion"
"29749","ADCY4","04971","Gastric acid secretion"
"29750","ADCY4","04972","Pancreatic secretion"
"29751","ADCY4","04976","Bile secretion"
"29752","ADCY4","05414","Dilated cardiomyopathy"
"29764","LDHD","00620","Pyruvate metabolism"
"29765","FCSK","00051","Fructose and mannose metabolism"
"29766","FCSK","00520","Amino sugar and nucleotide sugar metabolism"
"29767","FCSK","01100","Metabolic pathways"
"29795","ALG14","00510","N-Glycan biosynthesis"
"29796","ALG14","01100","Metabolic pathways"
"29840","PIKFYVE","00562","Inositol phosphate metabolism"
"29841","PIKFYVE","04070","Phosphatidylinositol signaling system"
"29842","PIKFYVE","04145","Phagosome"
"29843","PIKFYVE","04810","Regulation of actin cytoskeleton"
"29847","SPRED2","04630","JAK-STAT signaling pathway"
"29857","RPL22L1","03010","Ribosome"
"29858","SLC51A","04976","Bile secretion"
"29867","FLCN","05211","Renal cell carcinoma"
"29891","HACD2","01040","Biosynthesis of unsaturated fatty acids"
"29892","STT3B","00510","N-Glycan biosynthesis"
"29893","STT3B","01100","Metabolic pathways"
"29894","STT3B","04141","Protein processing in endoplasmic reticulum"
"29937","TUBB","04145","Phagosome"
"29938","TUBB","04540","Gap junction"
"29939","TUBB","05130","Pathogenic Escherichia coli infection"
"29990","SLC36A1","04974","Protein digestion and absorption"
"30007","OR8U1","04740","Olfactory transduction"
"30008","OR4C16","04740","Olfactory transduction"
"30009","OR4C11","04740","Olfactory transduction"
"30010","OR4S2","04740","Olfactory transduction"
"30011","OR4C6","04740","Olfactory transduction"
"30012","OR5D14","04740","Olfactory transduction"
"30013","OR5L1","04740","Olfactory transduction"
"30014","OR5D18","04740","Olfactory transduction"
"30016","OR5AS1","04740","Olfactory transduction"
"30017","OR8K5","04740","Olfactory transduction"
"30018","OR5T2","04740","Olfactory transduction"
"30019","OR8H1","04740","Olfactory transduction"
"30020","OR8K3","04740","Olfactory transduction"
"30021","OR8J1","04740","Olfactory transduction"
"30022","OR8U3","04740","Olfactory transduction"
"30023","OR5M3","04740","Olfactory transduction"
"30024","OR5M8","04740","Olfactory transduction"
"30025","OR5M11","04740","Olfactory transduction"
"30026","OR5AR1","04740","Olfactory transduction"
"30040","UNC5B","04360","Axon guidance"
"30055","OR8B12","04740","Olfactory transduction"
"30056","OR8G5","04740","Olfactory transduction"
"30057","OR10G8","04740","Olfactory transduction"
"30058","OR10G9","04740","Olfactory transduction"
"30059","OR10S1","04740","Olfactory transduction"
"30060","OR6T1","04740","Olfactory transduction"
"30061","OR4D5","04740","Olfactory transduction"
"30065","TPCN2","04972","Pancreatic secretion"
"30067","OR6Q1","04740","Olfactory transduction"
"30068","OR9I1","04740","Olfactory transduction"
"30069","OR9Q1","04740","Olfactory transduction"
"30070","OR9Q2","04740","Olfactory transduction"
"30071","OR1S2","04740","Olfactory transduction"
"30072","OR1S1","04740","Olfactory transduction"
"30073","OR10Q1","04740","Olfactory transduction"
"30074","OR5B17","04740","Olfactory transduction"
"30075","OR5B21","04740","Olfactory transduction"
"30078","OR5A2","04740","Olfactory transduction"
"30079","OR5A1","04740","Olfactory transduction"
"30080","OR4D6","04740","Olfactory transduction"
"30081","OR4D11","04740","Olfactory transduction"
"30082","PATL1","03018","RNA degradation"
"30135","HNRNPA3","03040","Spliceosome"
"30159","CES5A","00983","Drug metabolism - other enzymes"
"30160","CES5A","01100","Metabolic pathways"
"30170","GSTA5","00480","Glutathione metabolism"
"30171","GSTA5","00980","Metabolism of xenobiotics by cytochrome P450"
"30172","GSTA5","00982","Drug metabolism - cytochrome P450"
"30197","H2AC1","05322","Systemic lupus erythematosus"
"30211","PRPS1L1","00030","Pentose phosphate pathway"
"30212","PRPS1L1","00230","Purine metabolism"
"30213","PRPS1L1","01100","Metabolic pathways"
"30249","HS3ST5","00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"30274","SEMA3D","04360","Axon guidance"
"30276","SPDYA","04114","Oocyte meiosis"
"30277","SPDYA","04914","Progesterone-mediated oocyte maturation"
"30301","ATP6V0D2","00190","Oxidative phosphorylation"
"30302","ATP6V0D2","01100","Metabolic pathways"
"30303","ATP6V0D2","04142","Lysosome"
"30304","ATP6V0D2","04145","Phagosome"
"30305","ATP6V0D2","04966","Collecting duct acid secretion"
"30306","ATP6V0D2","05110","Vibrio cholerae infection"
"30307","ATP6V0D2","05120","Epithelial cell signaling in Helicobacter pylori infection"
"30308","ATP6V0D2","05323","Rheumatoid arthritis"
"30309","ATP6V1C2","00190","Oxidative phosphorylation"
"30310","ATP6V1C2","01100","Metabolic pathways"
"30311","ATP6V1C2","04145","Phagosome"
"30312","ATP6V1C2","04966","Collecting duct acid secretion"
"30313","ATP6V1C2","05110","Vibrio cholerae infection"
"30314","ATP6V1C2","05120","Epithelial cell signaling in Helicobacter pylori infection"
"30315","ATP6V1C2","05323","Rheumatoid arthritis"
"30323","CNOT6L","03018","RNA degradation"
"30327","CDC26","04110","Cell cycle"
"30328","CDC26","04114","Oocyte meiosis"
"30329","CDC26","04120","Ubiquitin mediated proteolysis"
"30330","CDC26","04914","Progesterone-mediated oocyte maturation"
"30333","RNASEH1","03030","DNA replication"
"30355","POLR2J2","00230","Purine metabolism"
"30356","POLR2J2","00240","Pyrimidine metabolism"
"30357","POLR2J2","01100","Metabolic pathways"
"30358","POLR2J2","03020","RNA polymerase"
"30359","POLR2J2","05016","Huntington disease"
"30388","NEIL2","03410","Base excision repair"
"30402","RICTOR","04150","mTOR signaling pathway"
"30405","EIF4E1B","03013","Nucleocytoplasmic transport"
"30406","EIF4E1B","04150","mTOR signaling pathway"
"30407","EIF4E1B","04910","Insulin signaling pathway"
"30408","IPMK","00562","Inositol phosphate metabolism"
"30411","LCLAT1","00561","Glycerolipid metabolism"
"30412","LCLAT1","00564","Glycerophospholipid metabolism"
"30413","LCLAT1","01100","Metabolic pathways"
"30470","LPCAT4","00564","Glycerophospholipid metabolism"
"30471","LPCAT4","00565","Ether lipid metabolism"
"30472","LPCAT4","01100","Metabolic pathways"
"30479","OR6C74","04740","Olfactory transduction"
"30480","OR6C3","04740","Olfactory transduction"
"30483","OR2T6","04740","Olfactory transduction"
"30490","REXO1L1P","03008","Ribosome biogenesis in eukaryotes"
"30491","OR1L4","04740","Olfactory transduction"
"30494","MPV17L","04146","Peroxisome"
"30507","PLA2G4F","04666","Fc gamma R-mediated phagocytosis"
"30530","H2BC1","05322","Systemic lupus erythematosus"
"30534","OR52B2","04740","Olfactory transduction"
"30547","PAN3","03018","RNA degradation"
"30555","OR4C3","04740","Olfactory transduction"
"30556","OR4S1","04740","Olfactory transduction"
"30574","ST6GALNAC3","00604","Glycosphingolipid biosynthesis - ganglio series"
"30575","ST6GALNAC3","01100","Metabolic pathways"
"30576","MFSD8","04142","Lysosome"
"30588","OR51F1","04740","Olfactory transduction"
"30606","NEGR1","04514","Cell adhesion molecules"
"30607","GPX6","00480","Glutathione metabolism"
"30608","GPX6","00590","Arachidonic acid metabolism"
"30617","TAB3","04621","NOD-like receptor signaling pathway"
"30623","SVIP","04141","Protein processing in endoplasmic reticulum"
"30625","NCR3","04650","Natural killer cell mediated cytotoxicity"
"30628","SGMS1","00600","Sphingolipid metabolism"
"30629","SGMS1","01100","Metabolic pathways"
"30640","TAS2R39","04742","Taste transduction"
"30641","TAS2R40","04742","Taste transduction"
"30642","TAS2R41","04742","Taste transduction"
"30643","TAS2R43","04742","Taste transduction"
"30644","TAS2R31","04742","Taste transduction"
"30645","TAS2R45","04742","Taste transduction"
"30646","TAS2R46","04742","Taste transduction"
"30648","TAS2R19","04742","Taste transduction"
"30649","TAS2R20","04742","Taste transduction"
"30650","TAS2R50","04742","Taste transduction"
"30651","IL4I1","00250","Alanine, aspartate and glutamate metabolism"
"30652","IL4I1","00270","Cysteine and methionine metabolism"
"30653","IL4I1","00280","Valine, leucine and isoleucine degradation"
"30654","IL4I1","00350","Tyrosine metabolism"
"30655","IL4I1","00360","Phenylalanine metabolism"
"30656","IL4I1","00380","Tryptophan metabolism"
"30657","IL4I1","00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"30658","IL4I1","01100","Metabolic pathways"
"30678","MAGI3","04530","Tight junction"
"30682","PYDC1","04621","NOD-like receptor signaling pathway"
"30719","HS6ST3","00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"30774","IFNL2","04060","Cytokine-cytokine receptor interaction"
"30775","IFNL2","04630","JAK-STAT signaling pathway"
"30776","IFNL3","04060","Cytokine-cytokine receptor interaction"
"30777","IFNL3","04630","JAK-STAT signaling pathway"
"30778","IFNL1","04060","Cytokine-cytokine receptor interaction"
"30779","IFNL1","04630","JAK-STAT signaling pathway"
"30786","OR51B5","04740","Olfactory transduction"
"30788","OR10AG1","04740","Olfactory transduction"
"30789","OR5J2","04740","Olfactory transduction"
"30821","OR4C13","04740","Olfactory transduction"
"30822","OR4C12","04740","Olfactory transduction"
"30827","OR51V1","04740","Olfactory transduction"
"30839","OR8D1","04740","Olfactory transduction"
"30840","OR8D2","04740","Olfactory transduction"
"30841","OR8B4","04740","Olfactory transduction"
"30846","OR9G4","04740","Olfactory transduction"
"30850","P4HA3","00330","Arginine and proline metabolism"
"30851","P4HA3","01100","Metabolic pathways"
"30852","PGM2L1","00500","Starch and sucrose metabolism"
"30868","OR10A4","04740","Olfactory transduction"
"30883","OR6C6","04740","Olfactory transduction"
"30911","GXYLT1","00514","Other types of O-glycan biosynthesis"
"30966","OR4N4","04740","Olfactory transduction"
"30975","PLA2G4D","04666","Fc gamma R-mediated phagocytosis"
"30995","PGP","00630","Glyoxylate and dicarboxylate metabolism"
"30996","PGP","01100","Metabolic pathways"
"31024","HEXD","00511","Other glycan degradation"
"31043","PIGW","00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"31044","PIGW","01100","Metabolic pathways"
"31068","LAMA1","04510","Focal adhesion"
"31069","LAMA1","04512","ECM-receptor interaction"
"31070","LAMA1","05145","Toxoplasmosis"
"31071","LAMA1","05146","Amoebiasis"
"31072","LAMA1","05200","Pathways in cancer"
"31073","LAMA1","05222","Small cell lung cancer"
"31088","RSL24D1P11","03010","Ribosome"
"31119","OR2Z1","04740","Olfactory transduction"
"31137","OR10H5","04740","Olfactory transduction"
"31150","OR2L13","04740","Olfactory transduction"
"31152","OR14A16","04740","Olfactory transduction"
"31153","CYP4A22","00071","Fatty acid degradation"
"31154","CYP4A22","00590","Arachidonic acid metabolism"
"31155","CYP4A22","00830","Retinol metabolism"
"31156","CYP4A22","01100","Metabolic pathways"
"31157","CYP4A22","03320","PPAR signaling pathway"
"31158","CYP4A22","04270","Vascular smooth muscle contraction"
"31243","DNAJC5G","04141","Protein processing in endoplasmic reticulum"
"31260","EPHA6","04360","Axon guidance"
"31287","SUMF1","04142","Lysosome"
"31350","OR2V2","04740","Olfactory transduction"
"31441","FBXO43","04114","Oocyte meiosis"
"31469","OR13C9","04740","Olfactory transduction"
"31470","OR13D1","04740","Olfactory transduction"
"31477","H2BW2","05322","Systemic lupus erythematosus"
"31496","P2RY8","04080","Neuroactive ligand-receptor interaction"
"31507","STON1-GTF2A1L","03022","Basal transcription factors"
"31539","DHRS4L2","00830","Retinol metabolism"
"31540","DHRS4L2","01100","Metabolic pathways"
"31550","H2AC21","05322","Systemic lupus erythematosus"
"31565","TAAR6","04080","Neuroactive ligand-receptor interaction"
"31671","MMAB","00860","Porphyrin metabolism"
"31672","MMAB","01100","Metabolic pathways"
"31681","H3C15","05322","Systemic lupus erythematosus"
"31687","CHSY3","00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"31688","CHSY3","01100","Metabolic pathways"
"31749","IFNE","04060","Cytokine-cytokine receptor interaction"
"31750","IFNE","04622","RIG-I-like receptor signaling pathway"
"31751","IFNE","04630","JAK-STAT signaling pathway"
"31752","RAB7B","04145","Phagosome"
"31753","RAB7B","05146","Amoebiasis"
"31760","TAS2R60","04742","Taste transduction"
"31790","OR8D4","04740","Olfactory transduction"
"31792","OR5F1","04740","Olfactory transduction"
"31793","OR5AP2","04740","Olfactory transduction"
"31799","OR52L1","04740","Olfactory transduction"
"31800","OR2AG2","04740","Olfactory transduction"
"31835","ENPP7","00600","Sphingolipid metabolism"
"31836","ENPP7","01100","Metabolic pathways"
"31944","SLC6A19","04974","Protein digestion and absorption"
"31946","STING1","04622","RIG-I-like receptor signaling pathway"
"31947","STING1","04623","Cytosolic DNA-sensing pathway"
"31975","ABCB5","02010","ABC transporters"
"31994","ACER2","00600","Sphingolipid metabolism"
"31995","ACER2","01100","Metabolic pathways"
"32003","PABPC1L2A","03013","Nucleocytoplasmic transport"
"32004","PABPC1L2A","03015","mRNA surveillance pathway"
"32005","PABPC1L2A","03018","RNA degradation"
"32025","CYP26C1","00830","Retinol metabolism"
"32039","OR52B6","04740","Olfactory transduction"
"32048","OR2AT4","04740","Olfactory transduction"
"32051","OR10A2","04740","Olfactory transduction"
"32060","ACSM4","00650","Butanoate metabolism"
"32061","ACSM4","01100","Metabolic pathways"
"32063","OR6C2","04740","Olfactory transduction"
"32064","OR6C4","04740","Olfactory transduction"
"32069","OR8S1","04740","Olfactory transduction"
"32077","OR6S1","04740","Olfactory transduction"
"32080","COX8C","00190","Oxidative phosphorylation"
"32081","COX8C","01100","Metabolic pathways"
"32082","COX8C","04260","Cardiac muscle contraction"
"32083","COX8C","05010","Alzheimer disease"
"32084","COX8C","05012","Parkinson disease"
"32085","COX8C","05016","Huntington disease"
"32141","OR6F1","04740","Olfactory transduction"
"32143","OR2W3","04740","Olfactory transduction"
"32144","OR2T8","04740","Olfactory transduction"
"32145","OR2T3","04740","Olfactory transduction"
"32154","OR10R2","04740","Olfactory transduction"
"32165","OR2T29","04740","Olfactory transduction"
"32234","PFN3","04810","Regulation of actin cytoskeleton"
"32235","PFN3","05131","Shigellosis"
"32241","IRGM","05145","Toxoplasmosis"
"32261","OR6V1","04740","Olfactory transduction"
"32263","OR2A12","04740","Olfactory transduction"
"32264","OR2A1","04740","Olfactory transduction"
"32266","GNAT3","04742","Taste transduction"
"32267","GNAT3","04744","Phototransduction"
"32268","GNAT3","04973","Carbohydrate digestion and absorption"
"32269","MOGAT3","00561","Glycerolipid metabolism"
"32270","MOGAT3","04975","Fat digestion and absorption"
"32285","OR1J1","04740","Olfactory transduction"
"32286","OR1B1","04740","Olfactory transduction"
"32308","OR13H1","04740","Olfactory transduction"
"32327","TUBB8","04145","Phagosome"
"32328","TUBB8","04540","Gap junction"
"32329","TUBB8","05130","Pathogenic Escherichia coli infection"
"32346","TUBB2B","04145","Phagosome"
"32347","TUBB2B","04540","Gap junction"
"32348","TUBB2B","05130","Pathogenic Escherichia coli infection"
"32371","ACSM2B","00650","Butanoate metabolism"
"32372","ACSM2B","01100","Metabolic pathways"
"32374","CTU2","04122","Sulfur relay system"
"32401","NUP43","03013","Nucleocytoplasmic transport"
"32417","NMNAT3","00760","Nicotinate and nicotinamide metabolism"
"32418","NMNAT3","01100","Metabolic pathways"
"32461","RAET1G","04650","Natural killer cell mediated cytotoxicity"
"32484","TAS2R42","04742","Taste transduction"
"32504","TICAM2","04620","Toll-like receptor signaling pathway"
"32506","BMP8A","04340","Hedgehog signaling pathway"
"32507","BMP8A","04350","TGF-beta signaling pathway"
"32659","GSTK1","00480","Glutathione metabolism"
"32660","GSTK1","00980","Metabolism of xenobiotics by cytochrome P450"
"32661","GSTK1","00982","Drug metabolism - cytochrome P450"
"32662","GSTK1","04146","Peroxisome"
"32669","NDUFS7","00190","Oxidative phosphorylation"
"32670","NDUFS7","01100","Metabolic pathways"
"32671","NDUFS7","05010","Alzheimer disease"
"32672","NDUFS7","05012","Parkinson disease"
"32673","NDUFS7","05016","Huntington disease"
"32677","GALNT18","00512","Mucin type O-glycan biosynthesis"
"32678","GALNT18","01100","Metabolic pathways"
"32734","PFN4","04810","Regulation of actin cytoskeleton"
"32735","PFN4","05131","Shigellosis"
"32773","AGRN","04512","ECM-receptor interaction"
